month,origin,destination,bdry_proxy,distance_nm,origin_ais_coverage,destination_ais_coverage,origin_portcalls_dry_bulk,destination_portcalls_dry_bulk,origin_portcalls_cargo,destination_portcalls_cargo,origin_portcalls,destination_portcalls,origin_import_dry_bulk,destination_import_dry_bulk,origin_export_dry_bulk,destination_export_dry_bulk,origin_import_cargo,destination_import_cargo,origin_export_cargo,destination_export_cargo
2019-01-01,Newcastle,Paradip,16.44935509466356,4908.447607208709,1,1,172.0,66.0,196.0,69.0,211.0,80.0,515695.78955609543,853087.2767961596,6420872.9489320405,859479.6549848311,553256.3207489401,859465.7080218187,6471620.663866433,866857.4050127149
2019-01-01,Newcastle,Visakhapatnam,16.44935509466356,4965.182360019742,1,1,172.0,106.0,196.0,137.0,211.0,177.0,515695.78955609543,2677822.5841962206,6420872.9489320405,480152.6503765485,553256.3207489401,2744959.4717128747,6471620.663866433,609261.7888830345
2019-01-01,Newcastle,Gangavaram,16.44935509466356,4962.563099109431,1,0,172.0,0.0,196.0,0.0,211.0,0.0,515695.78955609543,0.0,6420872.9489320405,0.0,553256.3207489401,0.0,6471620.663866433,0.0
2019-01-01,Newcastle,Gopalpur,16.44935509466356,4948.901269878589,1,0,172.0,0.0,196.0,0.0,211.0,0.0,515695.78955609543,0.0,6420872.9489320405,0.0,553256.3207489401,0.0,6471620.663866433,0.0
2019-01-01,Newcastle,Dhamra,16.44935509466356,4918.669175376264,1,1,172.0,24.0,196.0,25.0,211.0,25.0,515695.78955609543,422941.79180967464,6420872.9489320405,163125.26485413234,553256.3207489401,422941.79180967464,6471620.663866433,165395.8722497004
2019-01-01,Newcastle,Sagar Sandheads,16.44935509466356,4888.640025844774,1,0,172.0,0.0,196.0,0.0,211.0,0.0,515695.78955609543,0.0,6420872.9489320405,0.0,553256.3207489401,0.0,6471620.663866433,0.0
2019-01-01,Newcastle,Haldia,16.44935509466356,4918.431441397695,1,1,172.0,71.0,196.0,105.0,211.0,145.0,515695.78955609543,614709.1625362332,6420872.9489320405,328396.14828155184,553256.3207489401,637459.0244721926,6471620.663866433,360355.3251715195
2019-01-01,Newcastle,Chennai,16.44935509466356,4933.563252451343,1,1,172.0,15.0,196.0,99.0,211.0,152.0,515695.78955609543,276850.6667468079,6420872.9489320405,59164.173752798466,553256.3207489401,897913.5331393647,6471620.663866433,135441.37398561413
2019-01-01,Newcastle,Kamarajar,16.44935509466356,4936.2909413416,1,1,172.0,35.0,196.0,51.0,211.0,75.0,515695.78955609543,1097391.585180301,6420872.9489320405,69853.88271116445,553256.3207489401,1154324.4244931662,6471620.663866433,88157.03220697634
2019-01-01,Newcastle,Tuticorin,16.44935509466356,4883.104015654771,1,1,172.0,35.0,196.0,97.0,211.0,113.0,515695.78955609543,893271.4495205415,6420872.9489320405,28533.240208708172,553256.3207489401,1012091.7065674402,6471620.663866433,69481.25362349965
2019-01-01,Hay Point,Paradip,16.44935509466356,4438.980614962645,1,1,112.0,66.0,112.0,69.0,112.0,80.0,24977.44751939473,853087.2767961596,6203248.7956615165,859479.6549848311,24977.44751939473,859465.7080218187,6203248.7956615165,866857.4050127149
2019-01-01,Hay Point,Visakhapatnam,16.44935509466356,4534.810562385228,1,1,112.0,106.0,112.0,137.0,112.0,177.0,24977.44751939473,2677822.5841962206,6203248.7956615165,480152.6503765485,24977.44751939473,2744959.4717128747,6203248.7956615165,609261.7888830345
2019-01-01,Hay Point,Gangavaram,16.44935509466356,4532.609545267577,1,0,112.0,0.0,112.0,0.0,112.0,0.0,24977.44751939473,0.0,6203248.7956615165,0.0,24977.44751939473,0.0,6203248.7956615165,0.0
2019-01-01,Hay Point,Gopalpur,16.44935509466356,4496.7515761401155,1,0,112.0,0.0,112.0,0.0,112.0,0.0,24977.44751939473,0.0,6203248.7956615165,0.0,24977.44751939473,0.0,6203248.7956615165,0.0
2019-01-01,Hay Point,Dhamra,16.44935509466356,4444.086655867617,1,1,112.0,24.0,112.0,25.0,112.0,25.0,24977.44751939473,422941.79180967464,6203248.7956615165,163125.26485413234,24977.44751939473,422941.79180967464,6203248.7956615165,165395.8722497004
2019-01-01,Hay Point,Sagar Sandheads,16.44935509466356,4405.321769234449,1,0,112.0,0.0,112.0,0.0,112.0,0.0,24977.44751939473,0.0,6203248.7956615165,0.0,24977.44751939473,0.0,6203248.7956615165,0.0
2019-01-01,Hay Point,Haldia,16.44935509466356,4428.578777581251,1,1,112.0,71.0,112.0,105.0,112.0,145.0,24977.44751939473,614709.1625362332,6203248.7956615165,328396.14828155184,24977.44751939473,637459.0244721926,6203248.7956615165,360355.3251715195
2019-01-01,Hay Point,Chennai,16.44935509466356,4559.573045954157,1,1,112.0,15.0,112.0,99.0,112.0,152.0,24977.44751939473,276850.6667468079,6203248.7956615165,59164.173752798466,24977.44751939473,897913.5331393647,6203248.7956615165,135441.37398561413
2019-01-01,Hay Point,Kamarajar,16.44935509466356,4560.388591986704,1,1,112.0,35.0,112.0,51.0,112.0,75.0,24977.44751939473,1097391.585180301,6203248.7956615165,69853.88271116445,24977.44751939473,1154324.4244931662,6203248.7956615165,88157.03220697634
2019-01-01,Hay Point,Tuticorin,16.44935509466356,4561.887265643387,1,1,112.0,35.0,112.0,97.0,112.0,113.0,24977.44751939473,893271.4495205415,6203248.7956615165,28533.240208708172,24977.44751939473,1012091.7065674402,6203248.7956615165,69481.25362349965
2019-01-01,Gladstone,Paradip,16.44935509466356,4610.070819233946,1,1,113.0,66.0,124.0,69.0,165.0,80.0,582881.0973067206,853087.2767961596,4074022.287955368,859479.6549848311,582881.0973067206,859465.7080218187,4182276.6447841944,866857.4050127149
2019-01-01,Gladstone,Visakhapatnam,16.44935509466356,4699.923201569712,1,1,113.0,106.0,124.0,137.0,165.0,177.0,582881.0973067206,2677822.5841962206,4074022.287955368,480152.6503765485,582881.0973067206,2744959.4717128747,4182276.6447841944,609261.7888830345
2019-01-01,Gladstone,Gangavaram,16.44935509466356,4697.649661880508,1,0,113.0,0.0,124.0,0.0,165.0,0.0,582881.0973067206,0.0,4074022.287955368,0.0,582881.0973067206,0.0,4182276.6447841944,0.0
2019-01-01,Gladstone,Gopalpur,16.44935509466356,4665.276604430285,1,0,113.0,0.0,124.0,0.0,165.0,0.0,582881.0973067206,0.0,4074022.287955368,0.0,582881.0973067206,0.0,4182276.6447841944,0.0
2019-01-01,Gladstone,Dhamra,16.44935509466356,4615.952185699621,1,1,113.0,24.0,124.0,25.0,165.0,25.0,582881.0973067206,422941.79180967464,4074022.287955368,163125.26485413234,582881.0973067206,422941.79180967464,4182276.6447841944,165395.8722497004
2019-01-01,Gladstone,Sagar Sandheads,16.44935509466356,4578.415949158848,1,0,113.0,0.0,124.0,0.0,165.0,0.0,582881.0973067206,0.0,4074022.287955368,0.0,582881.0973067206,0.0,4182276.6447841944,0.0
2019-01-01,Gladstone,Haldia,16.44935509466356,4602.652098239085,1,1,113.0,71.0,124.0,105.0,165.0,145.0,582881.0973067206,614709.1625362332,4074022.287955368,328396.14828155184,582881.0973067206,637459.0244721926,4182276.6447841944,360355.3251715195
2019-01-01,Gladstone,Chennai,16.44935509466356,4715.089482331832,1,1,113.0,15.0,124.0,99.0,165.0,152.0,582881.0973067206,276850.6667468079,4074022.287955368,59164.173752798466,582881.0973067206,897913.5331393647,4182276.6447841944,135441.37398561413
2019-01-01,Gladstone,Kamarajar,16.44935509466356,4716.24792882813,1,1,113.0,35.0,124.0,51.0,165.0,75.0,582881.0973067206,1097391.585180301,4074022.287955368,69853.88271116445,582881.0973067206,1154324.4244931662,4182276.6447841944,88157.03220697634
2019-01-01,Gladstone,Tuticorin,16.44935509466356,4707.65596855853,1,1,113.0,35.0,124.0,97.0,165.0,113.0,582881.0973067206,893271.4495205415,4074022.287955368,28533.240208708172,582881.0973067206,1012091.7065674402,4182276.6447841944,69481.25362349965
2019-01-01,Norfolk,Paradip,16.44935509466356,7244.966602492362,1,1,34.0,66.0,109.0,69.0,115.0,80.0,62824.17700074281,853087.2767961596,895476.710884047,859479.6549848311,219074.73694797125,859465.7080218187,1140980.5042083657,866857.4050127149
2019-01-01,Norfolk,Visakhapatnam,16.44935509466356,7333.015396925198,1,1,34.0,106.0,109.0,137.0,115.0,177.0,62824.17700074281,2677822.5841962206,895476.710884047,480152.6503765485,219074.73694797125,2744959.4717128747,1140980.5042083657,609261.7888830345
2019-01-01,Norfolk,Gangavaram,16.44935509466356,7336.451298237067,1,0,34.0,0.0,109.0,0.0,115.0,0.0,62824.17700074281,0.0,895476.710884047,0.0,219074.73694797125,0.0,1140980.5042083657,0.0
2019-01-01,Norfolk,Gopalpur,16.44935509466356,7273.6865960313535,1,0,34.0,0.0,109.0,0.0,115.0,0.0,62824.17700074281,0.0,895476.710884047,0.0,219074.73694797125,0.0,1140980.5042083657,0.0
2019-01-01,Norfolk,Dhamra,16.44935509466356,7218.630428751711,1,1,34.0,24.0,109.0,25.0,115.0,25.0,62824.17700074281,422941.79180967464,895476.710884047,163125.26485413234,219074.73694797125,422941.79180967464,1140980.5042083657,165395.8722497004
2019-01-01,Norfolk,Sagar Sandheads,16.44935509466356,7209.957032915396,1,0,34.0,0.0,109.0,0.0,115.0,0.0,62824.17700074281,0.0,895476.710884047,0.0,219074.73694797125,0.0,1140980.5042083657,0.0
2019-01-01,Norfolk,Haldia,16.44935509466356,7162.527227171398,1,1,34.0,71.0,109.0,105.0,115.0,145.0,62824.17700074281,614709.1625362332,895476.710884047,328396.14828155184,219074.73694797125,637459.0244721926,1140980.5042083657,360355.3251715195
2019-01-01,Norfolk,Chennai,16.44935509466356,7529.309681419079,1,1,34.0,15.0,109.0,99.0,115.0,152.0,62824.17700074281,276850.6667468079,895476.710884047,59164.173752798466,219074.73694797125,897913.5331393647,1140980.5042083657,135441.37398561413
2019-01-01,Norfolk,Kamarajar,16.44935509466356,7521.638067607789,1,1,34.0,35.0,109.0,51.0,115.0,75.0,62824.17700074281,1097391.585180301,895476.710884047,69853.88271116445,219074.73694797125,1154324.4244931662,1140980.5042083657,88157.03220697634
2019-01-01,Norfolk,Tuticorin,16.44935509466356,7712.776319459414,1,1,34.0,35.0,109.0,97.0,115.0,113.0,62824.17700074281,893271.4495205415,895476.710884047,28533.240208708172,219074.73694797125,1012091.7065674402,1140980.5042083657,69481.25362349965
2019-01-01,Baltimore,Paradip,16.44935509466356,7110.657894999969,1,1,39.0,66.0,148.0,69.0,158.0,80.0,242547.2046584794,853087.2767961596,896541.4600212277,859479.6549848311,664194.1683961911,859465.7080218187,959185.8147432073,866857.4050127149
2019-01-01,Baltimore,Visakhapatnam,16.44935509466356,7203.886462164991,1,1,39.0,106.0,148.0,137.0,158.0,177.0,242547.2046584794,2677822.5841962206,896541.4600212277,480152.6503765485,664194.1683961911,2744959.4717128747,959185.8147432073,609261.7888830345
2019-01-01,Baltimore,Gangavaram,16.44935509466356,7207.3335760834825,1,0,39.0,0.0,148.0,0.0,158.0,0.0,242547.2046584794,0.0,896541.4600212277,0.0,664194.1683961911,0.0,959185.8147432073,0.0
2019-01-01,Baltimore,Gopalpur,16.44935509466356,7141.794060563975,1,0,39.0,0.0,148.0,0.0,158.0,0.0,242547.2046584794,0.0,896541.4600212277,0.0,664194.1683961911,0.0,959185.8147432073,0.0
2019-01-01,Baltimore,Dhamra,16.44935509466356,7083.922266474727,1,1,39.0,24.0,148.0,25.0,158.0,25.0,242547.2046584794,422941.79180967464,896541.4600212277,163125.26485413234,664194.1683961911,422941.79180967464,959185.8147432073,165395.8722497004
2019-01-01,Baltimore,Sagar Sandheads,16.44935509466356,7073.994898048051,1,0,39.0,0.0,148.0,0.0,158.0,0.0,242547.2046584794,0.0,896541.4600212277,0.0,664194.1683961911,0.0,959185.8147432073,0.0
2019-01-01,Baltimore,Haldia,16.44935509466356,7026.281708747659,1,1,39.0,71.0,148.0,105.0,158.0,145.0,242547.2046584794,614709.1625362332,896541.4600212277,328396.14828155184,664194.1683961911,637459.0244721926,959185.8147432073,360355.3251715195
2019-01-01,Baltimore,Chennai,16.44935509466356,7406.9528158496105,1,1,39.0,15.0,148.0,99.0,158.0,152.0,242547.2046584794,276850.6667468079,896541.4600212277,59164.173752798466,664194.1683961911,897913.5331393647,959185.8147432073,135441.37398561413
2019-01-01,Baltimore,Kamarajar,16.44935509466356,7399.0641945583775,1,1,39.0,35.0,148.0,51.0,158.0,75.0,242547.2046584794,1097391.585180301,896541.4600212277,69853.88271116445,664194.1683961911,1154324.4244931662,959185.8147432073,88157.03220697634
2019-01-01,Baltimore,Tuticorin,16.44935509466356,7597.2545564688035,1,1,39.0,35.0,148.0,97.0,158.0,113.0,242547.2046584794,893271.4495205415,896541.4600212277,28533.240208708172,664194.1683961911,1012091.7065674402,959185.8147432073,69481.25362349965
2019-01-01,Nacala,Paradip,16.44935509466356,3427.7566542291456,1,1,9.0,66.0,23.0,69.0,32.0,80.0,61317.35238511029,853087.2767961596,233622.0193795159,859479.6549848311,77959.99043886326,859465.7080218187,240782.14776862404,866857.4050127149
2019-01-01,Nacala,Visakhapatnam,16.44935509466356,3177.1585609259387,1,1,9.0,106.0,23.0,137.0,32.0,177.0,61317.35238511029,2677822.5841962206,233622.0193795159,480152.6503765485,77959.99043886326,2744959.4717128747,240782.14776862404,609261.7888830345
2019-01-01,Nacala,Gangavaram,16.44935509466356,3175.749348478763,1,0,9.0,0.0,23.0,0.0,32.0,0.0,61317.35238511029,0.0,233622.0193795159,0.0,77959.99043886326,0.0,240782.14776862404,0.0
2019-01-01,Nacala,Gopalpur,16.44935509466356,3309.67507897426,1,0,9.0,0.0,23.0,0.0,32.0,0.0,61317.35238511029,0.0,233622.0193795159,0.0,77959.99043886326,0.0,240782.14776862404,0.0
2019-01-01,Nacala,Dhamra,16.44935509466356,3455.2442451163474,1,1,9.0,24.0,23.0,25.0,32.0,25.0,61317.35238511029,422941.79180967464,233622.0193795159,163125.26485413234,77959.99043886326,422941.79180967464,240782.14776862404,165395.8722497004
2019-01-01,Nacala,Sagar Sandheads,16.44935509466356,3519.5814306533252,1,0,9.0,0.0,23.0,0.0,32.0,0.0,61317.35238511029,0.0,233622.0193795159,0.0,77959.99043886326,0.0,240782.14776862404,0.0
2019-01-01,Nacala,Haldia,16.44935509466356,3550.0352111234483,1,1,9.0,71.0,23.0,105.0,32.0,145.0,61317.35238511029,614709.1625362332,233622.0193795159,328396.14828155184,77959.99043886326,637459.0244721926,240782.14776862404,360355.3251715195
2019-01-01,Nacala,Chennai,16.44935509466356,2880.1920982879114,1,1,9.0,15.0,23.0,99.0,32.0,152.0,61317.35238511029,276850.6667468079,233622.0193795159,59164.173752798466,77959.99043886326,897913.5331393647,240782.14776862404,135441.37398561413
2019-01-01,Nacala,Kamarajar,16.44935509466356,2889.155655038211,1,1,9.0,35.0,23.0,51.0,32.0,75.0,61317.35238511029,1097391.585180301,233622.0193795159,69853.88271116445,77959.99043886326,1154324.4244931662,240782.14776862404,88157.03220697634
2019-01-01,Nacala,Tuticorin,16.44935509466356,2633.679456606234,1,1,9.0,35.0,23.0,97.0,32.0,113.0,61317.35238511029,893271.4495205415,233622.0193795159,28533.240208708172,77959.99043886326,1012091.7065674402,240782.14776862404,69481.25362349965
2019-01-01,Beira,Paradip,16.44935509466356,3884.221472202057,1,1,11.0,66.0,35.0,69.0,51.0,80.0,10753.96448243169,853087.2767961596,113584.71818071554,859479.6549848311,42172.50659703425,859465.7080218187,183420.59900694567,866857.4050127149
2019-01-01,Beira,Visakhapatnam,16.44935509466356,3633.3449981217204,1,1,11.0,106.0,35.0,137.0,51.0,177.0,10753.96448243169,2677822.5841962206,113584.71818071554,480152.6503765485,42172.50659703425,2744959.4717128747,183420.59900694567,609261.7888830345
2019-01-01,Beira,Gangavaram,16.44935509466356,3631.86746135613,1,0,11.0,0.0,35.0,0.0,51.0,0.0,10753.96448243169,0.0,113584.71818071554,0.0,42172.50659703425,0.0,183420.59900694567,0.0
2019-01-01,Beira,Gopalpur,16.44935509466356,3766.309240165636,1,0,11.0,0.0,35.0,0.0,51.0,0.0,10753.96448243169,0.0,113584.71818071554,0.0,42172.50659703425,0.0,183420.59900694567,0.0
2019-01-01,Beira,Dhamra,16.44935509466356,3912.0653514077635,1,1,11.0,24.0,35.0,25.0,51.0,25.0,10753.96448243169,422941.79180967464,113584.71818071554,163125.26485413234,42172.50659703425,422941.79180967464,183420.59900694567,165395.8722497004
2019-01-01,Beira,Sagar Sandheads,16.44935509466356,3976.1474697029253,1,0,11.0,0.0,35.0,0.0,51.0,0.0,10753.96448243169,0.0,113584.71818071554,0.0,42172.50659703425,0.0,183420.59900694567,0.0
2019-01-01,Beira,Haldia,16.44935509466356,4007.32271963914,1,1,11.0,71.0,35.0,105.0,51.0,145.0,10753.96448243169,614709.1625362332,113584.71818071554,328396.14828155184,42172.50659703425,637459.0244721926,183420.59900694567,360355.3251715195
2019-01-01,Beira,Chennai,16.44935509466356,3333.0611148186867,1,1,11.0,15.0,35.0,99.0,51.0,152.0,10753.96448243169,276850.6667468079,113584.71818071554,59164.173752798466,42172.50659703425,897913.5331393647,183420.59900694567,135441.37398561413
2019-01-01,Beira,Kamarajar,16.44935509466356,3342.205695726929,1,1,11.0,35.0,35.0,51.0,51.0,75.0,10753.96448243169,1097391.585180301,113584.71818071554,69853.88271116445,42172.50659703425,1154324.4244931662,183420.59900694567,88157.03220697634
2019-01-01,Beira,Tuticorin,16.44935509466356,3081.274634364813,1,1,11.0,35.0,35.0,97.0,51.0,113.0,10753.96448243169,893271.4495205415,113584.71818071554,28533.240208708172,42172.50659703425,1012091.7065674402,183420.59900694567,69481.25362349965
2019-01-01,Vostochny,Paradip,16.44935509466356,2685.8530468498607,1,1,66.0,66.0,110.0,69.0,141.0,80.0,2748.5145627515058,853087.2767961596,1508312.0633585113,859479.6549848311,21707.77528999888,859465.7080218187,1591002.8885038444,866857.4050127149
2019-01-01,Vostochny,Visakhapatnam,16.44935509466356,2936.5467783217364,1,1,66.0,106.0,110.0,137.0,141.0,177.0,2748.5145627515058,2677822.5841962206,1508312.0633585113,480152.6503765485,21707.77528999888,2744959.4717128747,1591002.8885038444,609261.7888830345
2019-01-01,Vostochny,Gangavaram,16.44935509466356,2938.332103583915,1,0,66.0,0.0,110.0,0.0,141.0,0.0,2748.5145627515058,0.0,1508312.0633585113,0.0,21707.77528999888,0.0,1591002.8885038444,0.0
2019-01-01,Vostochny,Gopalpur,16.44935509466356,2802.2429417151357,1,0,66.0,0.0,110.0,0.0,141.0,0.0,2748.5145627515058,0.0,1508312.0633585113,0.0,21707.77528999888,0.0,1591002.8885038444,0.0
2019-01-01,Vostochny,Dhamra,16.44935509466356,2656.3619914125193,1,1,66.0,24.0,110.0,25.0,141.0,25.0,2748.5145627515058,422941.79180967464,1508312.0633585113,163125.26485413234,21707.77528999888,422941.79180967464,1591002.8885038444,165395.8722497004
2019-01-01,Vostochny,Sagar Sandheads,16.44935509466356,2593.974940377168,1,0,66.0,0.0,110.0,0.0,141.0,0.0,2748.5145627515058,0.0,1508312.0633585113,0.0,21707.77528999888,0.0,1591002.8885038444,0.0
2019-01-01,Vostochny,Haldia,16.44935509466356,2559.2361105501886,1,1,66.0,71.0,110.0,105.0,141.0,145.0,2748.5145627515058,614709.1625362332,1508312.0633585113,328396.14828155184,21707.77528999888,637459.0244721926,1591002.8885038444,360355.3251715195
2019-01-01,Vostochny,Chennai,16.44935509466356,3249.594441474088,1,1,66.0,15.0,110.0,99.0,141.0,152.0,2748.5145627515058,276850.6667468079,1508312.0633585113,59164.173752798466,21707.77528999888,897913.5331393647,1591002.8885038444,135441.37398561413
2019-01-01,Vostochny,Kamarajar,16.44935509466356,3239.7232370746055,1,1,66.0,35.0,110.0,51.0,141.0,75.0,2748.5145627515058,1097391.585180301,1508312.0633585113,69853.88271116445,21707.77528999888,1154324.4244931662,1591002.8885038444,88157.03220697634
2019-01-01,Vostochny,Tuticorin,16.44935509466356,3521.1747998941137,1,1,66.0,35.0,110.0,97.0,141.0,113.0,2748.5145627515058,893271.4495205415,1508312.0633585113,28533.240208708172,21707.77528999888,1012091.7065674402,1591002.8885038444,69481.25362349965
2019-01-01,Murmansk,Paradip,16.44935509466356,3510.0029412614176,1,1,46.0,66.0,77.0,69.0,189.0,80.0,693.836865657315,853087.2767961596,1111607.0409733437,859479.6549848311,27806.952622098222,859465.7080218187,1180664.1411331699,866857.4050127149
2019-01-01,Murmansk,Visakhapatnam,16.44935509466356,3591.2400527447094,1,1,46.0,106.0,77.0,137.0,189.0,177.0,693.836865657315,2677822.5841962206,1111607.0409733437,480152.6503765485,27806.952622098222,2744959.4717128747,1180664.1411331699,609261.7888830345
2019-01-01,Murmansk,Gangavaram,16.44935509466356,3594.682177545025,1,0,46.0,0.0,77.0,0.0,189.0,0.0,693.836865657315,0.0,1111607.0409733437,0.0,27806.952622098222,0.0,1180664.1411331699,0.0
2019-01-01,Murmansk,Gopalpur,16.44935509466356,3532.943386800273,1,0,46.0,0.0,77.0,0.0,189.0,0.0,693.836865657315,0.0,1111607.0409733437,0.0,27806.952622098222,0.0,1180664.1411331699,0.0
2019-01-01,Murmansk,Dhamra,16.44935509466356,3485.2353634251754,1,1,46.0,24.0,77.0,25.0,189.0,25.0,693.836865657315,422941.79180967464,1111607.0409733437,163125.26485413234,27806.952622098222,422941.79180967464,1180664.1411331699,165395.8722497004
2019-01-01,Murmansk,Sagar Sandheads,16.44935509466356,3482.387219887844,1,0,46.0,0.0,77.0,0.0,189.0,0.0,693.836865657315,0.0,1111607.0409733437,0.0,27806.952622098222,0.0,1180664.1411331699,0.0
2019-01-01,Murmansk,Haldia,16.44935509466356,3436.8348075025524,1,1,46.0,71.0,77.0,105.0,189.0,145.0,693.836865657315,614709.1625362332,1111607.0409733437,328396.14828155184,27806.952622098222,637459.0244721926,1180664.1411331699,360355.3251715195
2019-01-01,Murmansk,Chennai,16.44935509466356,3802.039299187854,1,1,46.0,15.0,77.0,99.0,189.0,152.0,693.836865657315,276850.6667468079,1111607.0409733437,59164.173752798466,27806.952622098222,897913.5331393647,1180664.1411331699,135441.37398561413
2019-01-01,Murmansk,Kamarajar,16.44935509466356,3793.6375085124564,1,1,46.0,35.0,77.0,51.0,189.0,75.0,693.836865657315,1097391.585180301,1111607.0409733437,69853.88271116445,27806.952622098222,1154324.4244931662,1180664.1411331699,88157.03220697634
2019-01-01,Murmansk,Tuticorin,16.44935509466356,4014.607618199806,1,1,46.0,35.0,77.0,97.0,189.0,113.0,693.836865657315,893271.4495205415,1111607.0409733437,28533.240208708172,27806.952622098222,1012091.7065674402,1180664.1411331699,69481.25362349965
2019-01-01,Samarinda,Paradip,16.44935509466356,2181.347540067204,1,1,0.0,66.0,25.0,69.0,36.0,80.0,0.0,853087.2767961596,0.0,859479.6549848311,5273.65481293644,859465.7080218187,4211.5834285646015,866857.4050127149
2019-01-01,Samarinda,Visakhapatnam,16.44935509466356,2282.935766014303,1,1,0.0,106.0,25.0,137.0,36.0,177.0,0.0,2677822.5841962206,0.0,480152.6503765485,5273.65481293644,2744959.4717128747,4211.5834285646015,609261.7888830345
2019-01-01,Samarinda,Gangavaram,16.44935509466356,2280.8992092373705,1,0,0.0,0.0,25.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,5273.65481293644,0.0,4211.5834285646015,0.0
2019-01-01,Samarinda,Gopalpur,16.44935509466356,2239.694806984972,1,0,0.0,0.0,25.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,5273.65481293644,0.0,4211.5834285646015,0.0
2019-01-01,Samarinda,Dhamra,16.44935509466356,2186.9586924758933,1,1,0.0,24.0,25.0,25.0,36.0,25.0,0.0,422941.79180967464,0.0,163125.26485413234,5273.65481293644,422941.79180967464,4211.5834285646015,165395.8722497004
2019-01-01,Samarinda,Sagar Sandheads,16.44935509466356,2149.7422671177783,1,0,0.0,0.0,25.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,5273.65481293644,0.0,4211.5834285646015,0.0
2019-01-01,Samarinda,Haldia,16.44935509466356,2174.932417852819,1,1,0.0,71.0,25.0,105.0,36.0,145.0,0.0,614709.1625362332,0.0,328396.14828155184,5273.65481293644,637459.0244721926,4211.5834285646015,360355.3251715195
2019-01-01,Samarinda,Chennai,16.44935509466356,2341.8876013844238,1,1,0.0,15.0,25.0,99.0,36.0,152.0,0.0,276850.6667468079,0.0,59164.173752798466,5273.65481293644,897913.5331393647,4211.5834285646015,135441.37398561413
2019-01-01,Samarinda,Kamarajar,16.44935509466356,2341.0724261780083,1,1,0.0,35.0,25.0,51.0,36.0,75.0,0.0,1097391.585180301,0.0,69853.88271116445,5273.65481293644,1154324.4244931662,4211.5834285646015,88157.03220697634
2019-01-01,Samarinda,Tuticorin,16.44935509466356,2399.1633236661614,1,1,0.0,35.0,25.0,97.0,36.0,113.0,0.0,893271.4495205415,0.0,28533.240208708172,5273.65481293644,1012091.7065674402,4211.5834285646015,69481.25362349965
2019-01-01,Taboneo,Paradip,16.44935509466356,2178.705890501044,0,1,0.0,66.0,0.0,69.0,0.0,80.0,0.0,853087.2767961596,0.0,859479.6549848311,0.0,859465.7080218187,0.0,866857.4050127149
2019-01-01,Taboneo,Visakhapatnam,16.44935509466356,2252.632682002761,0,1,0.0,106.0,0.0,137.0,0.0,177.0,0.0,2677822.5841962206,0.0,480152.6503765485,0.0,2744959.4717128747,0.0,609261.7888830345
2019-01-01,Taboneo,Gangavaram,16.44935509466356,2250.286415763706,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Taboneo,Gopalpur,16.44935509466356,2224.4567267876946,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Taboneo,Dhamra,16.44935509466356,2188.1885860937946,0,1,0.0,24.0,0.0,25.0,0.0,25.0,0.0,422941.79180967464,0.0,163125.26485413234,0.0,422941.79180967464,0.0,165395.8722497004
2019-01-01,Taboneo,Sagar Sandheads,16.44935509466356,2157.7277827449993,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,Taboneo,Haldia,16.44935509466356,2187.918201551537,0,1,0.0,71.0,0.0,105.0,0.0,145.0,0.0,614709.1625362332,0.0,328396.14828155184,0.0,637459.0244721926,0.0,360355.3251715195
2019-01-01,Taboneo,Chennai,16.44935509466356,2275.2634621647967,0,1,0.0,15.0,0.0,99.0,0.0,152.0,0.0,276850.6667468079,0.0,59164.173752798466,0.0,897913.5331393647,0.0,135441.37398561413
2019-01-01,Taboneo,Kamarajar,16.44935509466356,2275.6388726416135,0,1,0.0,35.0,0.0,51.0,0.0,75.0,0.0,1097391.585180301,0.0,69853.88271116445,0.0,1154324.4244931662,0.0,88157.03220697634
2019-01-01,Taboneo,Tuticorin,16.44935509466356,2302.10886874193,0,1,0.0,35.0,0.0,97.0,0.0,113.0,0.0,893271.4495205415,0.0,28533.240208708172,0.0,1012091.7065674402,0.0,69481.25362349965
2019-02-01,Newcastle,Paradip,11.408642836979457,4908.447607208709,1,1,147.0,67.0,168.0,68.0,178.0,72.0,574507.8879260152,806977.6060005617,5723889.459059192,1000841.5448170218,628562.8494165536,807386.3068430906,5743702.947594731,1000841.5448170218
2019-02-01,Newcastle,Visakhapatnam,11.408642836979457,4965.182360019742,1,1,147.0,67.0,168.0,88.0,178.0,110.0,574507.8879260152,1411992.8546177822,5723889.459059192,543616.0185681718,628562.8494165536,1442495.529182446,5743702.947594731,626432.0045118612
2019-02-01,Newcastle,Gangavaram,11.408642836979457,4962.563099109431,1,0,147.0,0.0,168.0,0.0,178.0,0.0,574507.8879260152,0.0,5723889.459059192,0.0,628562.8494165536,0.0,5743702.947594731,0.0
